r,g,b
0.180392157,0.062745098,0.149019608
0.28627451,0.156862745,0.239215686
0.4,0.211764706,0.349019608
0.592156863,0.329411765,0.458823529
0.725490196,0.42745098,0.568627451
0.756862745,0.470588235,0.666666667
0.858823529,0.6,0.749019608
0.97254902,0.776470588,0.854901961
0,0.180392157,0.28627451
0,0.250980392,0.317647059
0,0.317647059,0.384313725
0,0.419607843,0.42745098
0,0.509803922,0.474509804
0,0.62745098,0.529411765
0,0.749019608,0.639215686
0,0.870588235,0.854901961
0.270588235,0.192156863,0.145098039
0.380392157,0.290196078,0.235294118
0.494117647,0.380392157,0.266666667
0.6,0.474509804,0.317647059
0.698039216,0.564705882,0.384313725
0.8,0.662745098,0.431372549
0.909803922,0.796078431,0.509803922
0.984313725,0.917647059,0.639215686
0.37254902,0.035294118,0.149019608
0.431372549,0.141176471,0.203921569
0.564705882,0.274509804,0.278431373
0.654901961,0.376470588,0.341176471
0.741176471,0.490196078,0.392156863
0.807843137,0.592156863,0.439215686
0.929411765,0.71372549,0.48627451
0.929411765,0.831372549,0.576470588
0.196078431,0.207843137,0.345098039
0.290196078,0.321568627,0.501960784
0.392156863,0.396078431,0.615686275
0.470588235,0.466666667,0.756862745
0.556862745,0.549019608,0.88627451
0.611764706,0.607843137,0.937254902
0.721568627,0.682352941,1
0.862745098,0.831372549,1
0.262745098,0.090196078,0.160784314
0.443137255,0.168627451,0.231372549
0.623529412,0.231372549,0.321568627
0.850980392,0.290196078,0.411764706
0.97254902,0.364705882,0.501960784
1,0.490196078,0.68627451
1,0.650980392,0.77254902
1,0.803921569,1
0.28627451,0.145098039,0.109803922
0.388235294,0.203921569,0.196078431
0.48627451,0.294117647,0.278431373
0.596078431,0.349019608,0.352941176
0.674509804,0.435294118,0.431372549
0.756862745,0.494117647,0.478431373
0.823529412,0.552941176,0.478431373
0.898039216,0.603921569,0.48627451
0.125490196,0.160784314,0
0.184313725,0.309803922,0.031372549
0.28627451,0.364705882,0
0.380392157,0.450980392,0.031372549
0.48627451,0.51372549,0.117647059
0.588235294,0.603921569,0.149019608
0.705882353,0.666666667,0.2
0.815686275,0.8,0.196078431
0.384313725,0.164705882,0
0.458823529,0.231372549,0.035294118
0.521568627,0.309803922,0.070588235
0.619607843,0.396078431,0.125490196
0.729411765,0.533333333,0.180392157
0.819607843,0.666666667,0.223529412
0.909803922,0.823529412,0.294117647
1,0.964705882,0.309803922
0.149019608,0.137254902,0.239215686
0.231372549,0.219607843,0.333333333
0.337254902,0.31372549,0.435294118
0.458823529,0.407843137,0.431372549
0.568627451,0.478431373,0.482352941
0.701960784,0.592156863,0.51372549
0.811764706,0.68627451,0.556862745
0.996078431,0.874509804,0.694117647
0.11372549,0.17254902,0.262745098
0.180392157,0.239215686,0.278431373
0.223529412,0.301960784,0.235294118
0.298039216,0.37254902,0.2
0.345098039,0.443137255,0.17254902
0.419607843,0.517647059,0.176470588
0.470588235,0.619607843,0.141176471
0.498039216,0.741176471,0.223529412
0.215686275,0.141176471,0.137254902
0.325490196,0.223529412,0.22745098
0.470588235,0.298039216,0.28627451
0.580392157,0.364705882,0.309803922
0.662745098,0.42745098,0.345098039
0.749019608,0.494117647,0.388235294
0.843137255,0.576470588,0.454901961
0.956862745,0.639215686,0.501960784
0.176470588,0.294117647,0.278431373
0.278431373,0.396078431,0.352941176
0.356862745,0.482352941,0.411764706
0.443137255,0.584313725,0.490196078
0.529411765,0.682352941,0.556862745
0.541176471,0.756862745,0.588235294
0.662745098,0.819607843,0.756862745
0.878431373,0.980392157,0.921568627
0,0.105882353,0.250980392
0.011764706,0.192156863,0.37254902
0.02745098,0.282352941,0.48627451
0.062745098,0.364705882,0.635294118
0.078431373,0.462745098,0.752941176
0.250980392,0.592156863,0.917647059
0.333333333,0.694117647,0.945098039
0.42745098,0.8,1
0.333333333,0.278431373,0.411764706
0.462745098,0.364705882,0.450980392
0.592156863,0.454901961,0.533333333
0.725490196,0.549019608,0.576470588
0.835294118,0.639215686,0.603921569
0.921568627,0.741176471,0.615686275
1,0.835294118,0.607843137
0.992156863,0.968627451,0.525490196
0.11372549,0.11372549,0.129411765
0.235294118,0.192156863,0.317647059
0.345098039,0.290196078,0.498039216
0.474509804,0.392156863,0.729411765
0.584313725,0.521568627,0.945098039
0.662745098,0.588235294,0.925490196
0.729411765,0.670588235,0.968627451
0.819607843,0.741176471,0.996078431
0.149019608,0.141176471,0.31372549
0.156862745,0.2,0.364705882
0.176470588,0.239215686,0.447058824
0.239215686,0.31372549,0.51372549
0.317647059,0.396078431,0.682352941
0.321568627,0.454901961,0.77254902
0.423529412,0.509803922,0.768627451
0.51372549,0.576470588,0.764705882
0.28627451,0.129411765,0.160784314
0.368627451,0.254901961,0.290196078
0.466666667,0.325490196,0.356862745
0.568627451,0.376470588,0.415686275
0.678431373,0.474509804,0.517647059
0.709803922,0.545098039,0.580392157
0.831372549,0.682352941,0.666666667
1,0.88627451,0.811764706
0.447058824,0.109803922,0.011764706
0.611764706,0.2,0.152941176
0.749019608,0.352941176,0.243137255
0.91372549,0.525490196,0.152941176
1,0.694117647,0.031372549
1,0.811764706,0.019607843
1,0.941176471,0.168627451
0.968627451,0.956862745,0.749019608
