r,g,b
0.666666667,0.247058824,0
0.666666667,0.247058824,0.333333333
0.666666667,0.247058824,0.666666667
0.666666667,0.247058824,1
0.666666667,0.37254902,0
0.666666667,0.37254902,0.333333333
0.666666667,0.37254902,0.666666667
0.666666667,0.37254902,1
0.666666667,0.498039216,0
0.666666667,0.498039216,0.333333333
0.666666667,0.498039216,0.666666667
0.666666667,0.498039216,1
0.666666667,0.623529412,0
0.666666667,0.623529412,0.333333333
0.666666667,0.623529412,0.666666667
0.666666667,0.623529412,1
0.666666667,0.749019608,0
0.666666667,0.749019608,0.333333333
0.666666667,0.749019608,0.666666667
0.666666667,0.749019608,1
0.666666667,0.874509804,0
0.666666667,0.874509804,0.333333333
0.666666667,0.874509804,0.666666667
0.666666667,0.874509804,1
0.666666667,1,0
0.666666667,1,0.333333333
0.666666667,1,0.666666667
0.666666667,1,1
0.831372549,0,0
0.831372549,0,0.333333333
0.831372549,0,0.666666667
0.831372549,0,1
0.831372549,0.121568627,0
0.831372549,0.121568627,0.333333333
0.831372549,0.121568627,0.666666667
0.831372549,0.121568627,1
0.831372549,0.247058824,0
0.831372549,0.247058824,0.333333333
0.831372549,0.247058824,0.666666667
0.831372549,0.247058824,1
0.831372549,0.37254902,0
0.831372549,0.37254902,0.333333333
0.831372549,0.37254902,0.666666667
0.831372549,0.37254902,1
0.831372549,0.498039216,0
0.831372549,0.498039216,0.333333333
0.831372549,0.498039216,0.666666667
0.831372549,0.498039216,1
0.831372549,0.623529412,0
0.831372549,0.623529412,0.333333333
0.831372549,0.623529412,0.666666667
0.831372549,0.623529412,1
0.831372549,0.749019608,0
0.831372549,0.749019608,0.333333333
0.831372549,0.749019608,0.666666667
0.831372549,0.749019608,1
0.831372549,0.874509804,0
0.831372549,0.874509804,0.333333333
0.831372549,0.874509804,0.666666667
0.831372549,0.874509804,1
0.831372549,1,0
0.831372549,1,0.333333333
0.831372549,1,0.666666667
0.831372549,1,1
1,0,0.333333333
1,0,0.666666667
1,0.121568627,0
1,0.121568627,0.333333333
1,0.121568627,0.666666667
1,0.121568627,1
1,0.247058824,0
1,0.247058824,0.333333333
1,0.247058824,0.666666667
1,0.247058824,1
1,0.37254902,0
1,0.37254902,0.333333333
1,0.37254902,0.666666667
1,0.37254902,1
1,0.498039216,0
1,0.498039216,0.333333333
1,0.498039216,0.666666667
1,0.498039216,1
1,0.623529412,0
1,0.623529412,0.333333333
1,0.623529412,0.666666667
1,0.623529412,1
1,0.749019608,0
1,0.749019608,0.333333333
1,0.749019608,0.666666667
1,0.749019608,1
1,0.874509804,0
1,0.874509804,0.333333333
1,0.874509804,0.666666667
1,0.874509804,1
1,1,0.333333333
1,1,0.666666667
0.8,0.8,1
1,0.8,1
0.2,1,1
0.4,1,1
0.6,1,1
0.8,1,1
0,0.498039216,0
0,0.498039216,0.333333333
0,0.498039216,0.666666667
0,0.498039216,1
0,0.623529412,0
0,0.623529412,0.333333333
0,0.623529412,0.666666667
0,0.623529412,1
0,0.749019608,0
0,0.749019608,0.333333333
0,0.749019608,0.666666667
0,0.749019608,1
0,0.874509804,0
0,0.874509804,0.333333333
0,0.874509804,0.666666667
0,0.874509804,1
0,1,0.333333333
0,1,0.666666667
0.164705882,0,0
0.164705882,0,0.333333333
0.164705882,0,0.666666667
0.164705882,0,1
0.164705882,0.121568627,0
0.164705882,0.121568627,0.333333333
0.164705882,0.121568627,0.666666667
0.164705882,0.121568627,1
0.164705882,0.247058824,0
0.164705882,0.247058824,0.333333333
1,0.984313725,0.941176471
0.62745098,0.62745098,0.643137255
0.501960784,0.501960784,0.501960784
1,0,0
0,1,0
1,1,0
0,0,1
1,0,1
0,1,1
1,1,1
