r,g,b
1,0.847058824,0.952941176
0.11372549,0,0.360784314
0.180392157,0,0.407843137
0.250980392,0,0.454901961
0.317647059,0.062745098,0.517647059
0.384313725,0.129411765,0.584313725
0.450980392,0.196078431,0.650980392
0.517647059,0.262745098,0.717647059
0.584313725,0.329411765,0.784313725
0.650980392,0.396078431,0.850980392
0.717647059,0.462745098,0.917647059
0.784313725,0.529411765,0.921568627
0.850980392,0.596078431,0.921568627
0.91372549,0.662745098,0.925490196
0.984313725,0.729411765,0.921568627
1,0.796078431,0.937254902
1,0.874509804,0.976470588
0.007843137,0,0.443137255
0.074509804,0,0.490196078
0.141176471,0.043137255,0.549019608
0.207843137,0.109803922,0.615686275
0.274509804,0.176470588,0.682352941
0.341176471,0.243137255,0.749019608
0.407843137,0.309803922,0.815686275
0.474509804,0.376470588,0.882352941
0.541176471,0.443137255,0.949019608
0.607843137,0.509803922,0.968627451
0.674509804,0.576470588,0.968627451
0.741176471,0.643137255,0.968627451
0.807843137,0.709803922,0.968627451
0.874509804,0.776470588,0.968627451
0.941176471,0.843137255,0.968627451
1,0.909803922,0.97254902
0,0,0.407843137
0,0.039215686,0.48627451
0.031372549,0.105882353,0.564705882
0.098039216,0.17254902,0.631372549
0.164705882,0.239215686,0.698039216
0.231372549,0.305882353,0.764705882
0.298039216,0.37254902,0.831372549
0.364705882,0.439215686,0.898039216
0.431372549,0.505882353,0.964705882
0.498039216,0.57254902,1
0.564705882,0.639215686,1
0.631372549,0.705882353,1
0.698039216,0.77254902,1
0.764705882,0.839215686,1
0.831372549,0.905882353,1
0.898039216,0.97254902,1
0,0.039215686,0.301960784
0,0.105882353,0.388235294
0,0.17254902,0.474509804
0.007843137,0.239215686,0.560784314
0.074509804,0.305882353,0.62745098
0.141176471,0.37254902,0.694117647
0.207843137,0.439215686,0.760784314
0.274509804,0.505882353,0.82745098
0.341176471,0.57254902,0.894117647
0.407843137,0.639215686,0.960784314
0.474509804,0.705882353,1
0.541176471,0.77254902,1
0.607843137,0.839215686,1
0.674509804,0.905882353,1
0.741176471,0.97254902,1
0.807843137,1,1
0,0.101960784,0.149019608
0,0.168627451,0.235294118
0,0.235294118,0.321568627
0,0.301960784,0.407843137
0.023529412,0.368627451,0.48627451
0.090196078,0.435294118,0.552941176
0.156862745,0.501960784,0.619607843
0.223529412,0.568627451,0.68627451
0.290196078,0.635294118,0.752941176
0.356862745,0.701960784,0.819607843
0.423529412,0.768627451,0.88627451
0.490196078,0.835294118,0.952941176
0.556862745,0.901960784,1
0.623529412,0.968627451,1
0.690196078,1,1
0.756862745,1,1
0.003921569,0.145098039,0.039215686
0.007843137,0.211764706,0.062745098
0,0.274509804,0.133333333
0,0.341176471,0.219607843
0.019607843,0.407843137,0.301960784
0.08627451,0.474509804,0.368627451
0.152941176,0.541176471,0.435294118
0.219607843,0.607843137,0.501960784
0.28627451,0.674509804,0.568627451
0.352941176,0.741176471,0.635294118
0.419607843,0.807843137,0.701960784
0.48627451,0.874509804,0.768627451
0.552941176,0.941176471,0.835294118
0.619607843,1,0.898039216
0.68627451,1,0.945098039
0.752941176,1,0.992156863
0.015686275,0.149019608,0.050980392
0.015686275,0.219607843,0.066666667
0.019607843,0.278431373,0.074509804
0,0.352941176,0.105882353
0.062745098,0.419607843,0.105882353
0.129411765,0.48627451,0.17254902
0.196078431,0.552941176,0.239215686
0.262745098,0.619607843,0.305882353
0.329411765,0.68627451,0.37254902
0.396078431,0.752941176,0.439215686
0.462745098,0.819607843,0.505882353
0.529411765,0.88627451,0.57254902
0.596078431,0.952941176,0.639215686
0.662745098,1,0.701960784
0.729411765,1,0.749019608
0.796078431,1,0.796078431
0,0.137254902,0.039215686
0,0.207843137,0.062745098
0.015686275,0.274509804,0.074509804
0.082352941,0.337254902,0.074509804
0.149019608,0.403921569,0.074509804
0.215686275,0.470588235,0.074509804
0.282352941,0.537254902,0.078431373
0.349019608,0.603921569,0.145098039
0.415686275,0.670588235,0.211764706
0.482352941,0.737254902,0.278431373
0.549019608,0.803921569,0.345098039
0.615686275,0.870588235,0.411764706
0.682352941,0.937254902,0.478431373
0.749019608,1,0.545098039
0.815686275,1,0.592156863
0.882352941,1,0.639215686
0,0.090196078,0.02745098
0.054901961,0.156862745,0.031372549
0.121568627,0.223529412,0.031372549
0.188235294,0.290196078,0.031372549
0.254901961,0.356862745,0.031372549
0.321568627,0.423529412,0.031372549
0.388235294,0.490196078,0.031372549
0.454901961,0.556862745,0.050980392
0.521568627,0.623529412,0.117647059
0.588235294,0.690196078,0.184313725
0.654901961,0.756862745,0.250980392
0.721568627,0.823529412,0.317647059
0.788235294,0.890196078,0.384313725
0.854901961,0.956862745,0.450980392
0.921568627,1,0.509803922
0.988235294,1,0.556862745
0.105882353,0.02745098,0.003921569
0.17254902,0.094117647,0.003921569
0.235294118,0.160784314,0
0.301960784,0.231372549,0
0.37254902,0.298039216,0
0.439215686,0.368627451,0
0.505882353,0.435294118,0
0.576470588,0.501960784,0.035294118
0.643137255,0.57254902,0.101960784
0.698039216,0.62745098,0.168627451
0.780392157,0.705882353,0.239215686
0.847058824,0.776470588,0.305882353
0.917647059,0.843137255,0.376470588
0.964705882,0.894117647,0.435294118
1,0.980392157,0.517647059
1,1,0.6
