r,g,b
0.168627451,0.137254902,0.058823529
1,0.921568627,0.874509804
1,0.890196078,0.82745098
1,0.858823529,0.780392157
1,0.82745098,0.733333333
1,0.811764706,0.701960784
1,0.780392157,0.654901961
1,0.749019608,0.607843137
1,0.733333333,0.576470588
1,0.701960784,0.51372549
0.968627451,0.670588235,0.482352941
0.937254902,0.639215686,0.450980392
0.905882353,0.607843137,0.419607843
0.874509804,0.576470588,0.388235294
0.843137255,0.545098039,0.356862745
0.811764706,0.51372549,0.325490196
0.796078431,0.498039216,0.309803922
1,0.933333333,0.862745098
1,0.862745098,0.725490196
1,0.796078431,0.592156863
1,0.725490196,0.458823529
1,0.658823529,0.333333333
1,0.592156863,0.211764706
1,0.525490196,0.098039216
1,0.458823529,0
0.952941176,0.42745098,0
0.898039216,0.396078431,0
0.847058824,0.364705882,0
0.796078431,0.333333333,0
0.745098039,0.301960784,0
0.694117647,0.270588235,0
0.643137255,0.239215686,0
0.592156863,0.211764706,0
1,1,0.937254902
1,1,0.811764706
1,1,0.68627451
1,1,0.560784314
1,1,0.435294118
1,1,0.309803922
1,1,0.184313725
1,1,0.058823529
1,1,0
0.811764706,0.811764706,0
0.68627451,0.68627451,0
0.560784314,0.560784314,0
0.435294118,0.435294118,0
0.309803922,0.309803922,0
0.184313725,0.184313725,0
0.058823529,0.058823529,0
1,1,0.450980392
0.921568627,0.858823529,0.341176471
0.843137255,0.733333333,0.262745098
0.764705882,0.607843137,0.184313725
0.68627451,0.482352941,0.121568627
0.607843137,0.356862745,0.074509804
0.529411765,0.262745098,0.02745098
0.450980392,0.168627451,0
1,0.874509804,0.874509804
1,0.749019608,0.749019608
1,0.623529412,0.623529412
1,0.498039216,0.498039216
1,0.37254902,0.37254902
1,0.247058824,0.247058824
1,0.121568627,0.121568627
1,0,0
0.937254902,0,0
0.874509804,0,0
0.811764706,0,0
0.749019608,0,0
0.68627451,0,0
0.623529412,0,0
0.560784314,0,0
0.498039216,0,0
0.435294118,0,0
0.37254902,0,0
0.309803922,0,0
0.247058824,0,0
0.184313725,0,0
0.121568627,0,0
0.058823529,0,0
1,0.717647059,0.717647059
0.952941176,0.639215686,0.639215686
0.905882353,0.560784314,0.560784314
0.858823529,0.482352941,0.482352941
0.796078431,0.419607843,0.419607843
0.749019608,0.356862745,0.356862745
0.701960784,0.309803922,0.309803922
0.654901961,0.247058824,0.247058824
0.556862745,0.180392157,0
0.525490196,0.152941176,0
0.494117647,0.125490196,0
0.458823529,0.098039216,0
0.42745098,0.070588235,0
0.396078431,0.043137255,0
0.364705882,0.019607843,0
0.333333333,0,0
0.466666667,1,0.309803922
0.439215686,0.941176471,0.294117647
0.411764706,0.878431373,0.274509804
0.380392157,0.815686275,0.254901961
0.352941176,0.752941176,0.235294118
0.321568627,0.690196078,0.215686275
0.294117647,0.62745098,0.196078431
0.262745098,0.564705882,0.176470588
0.235294118,0.501960784,0.156862745
0.207843137,0.439215686,0.137254902
0.176470588,0.376470588,0.117647059
0.149019608,0.31372549,0.098039216
0.117647059,0.250980392,0.078431373
0.090196078,0.188235294,0.058823529
0.058823529,0.125490196,0.039215686
0.02745098,0.058823529,0.015686275
0.870588235,1,0.658823529
0.780392157,0.894117647,0.580392157
0.678431373,0.784313725,0.501960784
0.584313725,0.678431373,0.419607843
0.48627451,0.57254902,0.345098039
0.392156863,0.466666667,0.266666667
0.290196078,0.352941176,0.188235294
0.196078431,0.247058824,0.11372549
0,1,0
0,0.874509804,0
0,0.749019608,0
0,0.623529412,0
0,0.498039216,0
0,0.37254902,0
0,0.247058824,0
0,0.121568627,0
1,0.435294118,1
1,0,1
0.874509804,0,0.874509804
0.749019608,0,0.749019608
0.623529412,0,0.623529412
0.498039216,0,0.498039216
0.37254902,0,0.37254902
0.247058824,0,0.247058824
0.91372549,0.91372549,0.952941176
0.768627451,0.768627451,0.882352941
0.615686275,0.615686275,0.807843137
0.466666667,0.466666667,0.733333333
0.329411765,0.329411765,0.654901961
0.254901961,0.254901961,0.51372549
0.180392157,0.180392157,0.360784314
0.105882353,0.105882353,0.203921569
0.835294118,0.945098039,1
0.749019608,0.921568627,1
0.666666667,0.890196078,1
0.584313725,0.866666667,1
0.501960784,0.839215686,1
0.415686275,0.811764706,1
0.333333333,0.784313725,1
0.247058824,0.749019608,1
0.215686275,0.615686275,0.874509804
0.184313725,0.560784314,0.749019608
0.152941176,0.466666667,0.623529412
0.121568627,0.37254902,0.498039216
0,0.749019608,0.749019608
0,0.498039216,0.498039216
0,0.37254902,0.37254902
0,0.247058824,0.247058824
0.905882353,0.905882353,1
0.776470588,0.776470588,1
0.678431373,0.678431373,1
0.549019608,0.549019608,1
0.450980392,0.450980392,1
0.321568627,0.321568627,1
0.192156863,0.192156863,1
0.094117647,0.094117647,1
0,0,1
0,0,0.905882353
0,0,0.807843137
0,0,0.709803922
0,0,0.611764706
0,0,0.517647059
0,0,0.419607843
0,0,0.321568627
0,0,0.309803922
0,0,0.247058824
0,0,0.215686275
0,0,0.152941176
0,0,0.121568627
0,0,0.058823529
0,0,0.02745098
0,1,1
0.811764706,0.498039216,0.811764706
0.717647059,0.435294118,0.717647059
0.623529412,0.37254902,0.623529412
0.529411765,0.309803922,0.529411765
0.435294118,0.247058824,0.435294118
0.341176471,0.184313725,0.341176471
0.247058824,0.121568627,0.247058824
0.152941176,0.058823529,0.152941176
