r,g,b
0.341176471,0.835294118,1
0.309803922,0.780392157,1
0.278431373,0.725490196,1
0.215686275,0.647058824,1
0.125490196,0.541176471,0.882352941
0.094117647,0.435294118,0.71372549
0.082352941,0.325490196,0.525490196
0.054901961,0.207843137,0.337254902
0.02745098,0.117647059,0.188235294
0.454901961,0.819607843,0.788235294
0.258823529,0.701960784,0.701960784
0.090196078,0.533333333,0.533333333
0,0.37254902,0.37254902
0.905882353,0.905882353,1
0.776470588,0.776470588,1
0.678431373,0.678431373,1
0.549019608,0.549019608,1
0.450980392,0.450980392,1
0.321568627,0.321568627,1
0.192156863,0.192156863,1
0.094117647,0.094117647,1
0,0,1
0,0,0.874509804
0,0,0.768627451
0,0,0.674509804
0,0,0.584313725
0,0,0.501960784
0,0,0.4
0,0,0.321568627
0.847058824,0.717647059,1
0.780392157,0.6,1
0.678431373,0.415686275,1
0.596078431,0.266666667,1
0.498039216,0.08627451,1
0.419607843,0,0.933333333
0.356862745,0,0.788235294
0.282352941,0,0.623529412
0.2,0,0.443137255
0.141176471,0,0.317647059
0.592156863,0.592156863,0.835294118
0.466666667,0.466666667,0.733333333
0.329411765,0.329411765,0.654901961
0.254901961,0.254901961,0.51372549
0.180392157,0.180392157,0.360784314
0.129411765,0.133333333,0.305882353
1,0.792156863,1
1,0.666666667,1
1,0.541176471,1
1,0.415686275,1
1,0.290196078,1
1,0,1
0.866666667,0,0.866666667
0.749019608,0,0.749019608
0.635294118,0,0.635294118
0.474509804,0,0.474509804
0.333333333,0,0.333333333
0.207843137,0,0.207843137
0.77254902,0.909803922,0
0.654901961,0.792156863,0.015686275
0.549019608,0.658823529,0.043137255
0.423529412,0.48627451,0.070588235
0.811764706,0.498039216,0.811764706
0.717647059,0.435294118,0.717647059
0.623529412,0.37254902,0.623529412
0.529411765,0.309803922,0.529411765
0.435294118,0.247058824,0.435294118
0.341176471,0.184313725,0.341176471
0.250980392,0.125490196,0.250980392
0.168627451,0.082352941,0.168627451
1,0.768627451,0.878431373
1,0.6,0.752941176
0.960784314,0.439215686,0.647058824
0.866666667,0.341176471,0.549019608
0.780392157,0.239215686,0.454901961
0.694117647,0.203921569,0.4
0.615686275,0.184313725,0.356862745
0.521568627,0.152941176,0.301960784
1,0.901960784,0.858823529
1,0.749019608,0.749019608
1,0.623529412,0.623529412
0.882352941,0.521568627,0.521568627
0.8,0.443137255,0.443137255
0.760784314,0.388235294,0.388235294
0.709803922,0.325490196,0.325490196
0.654901961,0.247058824,0.247058824
1,0.811764706,0.701960784
1,0.756862745,0.619607843
1,0.717647059,0.545098039
0.968627451,0.670588235,0.482352941
0.937254902,0.639215686,0.450980392
0.890196078,0.592156863,0.403921569
0.843137255,0.545098039,0.356862745
0.811764706,0.51372549,0.325490196
0.749019608,0.482352941,0.294117647
0.701960784,0.450980392,0.278431373
0.670588235,0.435294118,0.262745098
0.639215686,0.419607843,0.247058824
0.607843137,0.388235294,0.231372549
0.560784314,0.37254902,0.215686275
0.529411765,0.341176471,0.2
0.498039216,0.325490196,0.184313725
0.466666667,0.309803922,0.168627451
0.419607843,0.278431373,0.152941176
0.37254902,0.262745098,0.137254902
0.325490196,0.247058824,0.121568627
0.294117647,0.215686275,0.105882353
0.247058824,0.184313725,0.090196078
0.2,0.168627451,0.074509804
0.168627451,0.137254902,0.058823529
0.749019608,0.654901961,0.560784314
0.68627451,0.596078431,0.501960784
0.623529412,0.537254902,0.443137255
0.57254902,0.490196078,0.396078431
0.525490196,0.447058824,0.352941176
0.494117647,0.415686275,0.321568627
0.458823529,0.384313725,0.290196078
0.42745098,0.352941176,0.258823529
0.396078431,0.325490196,0.231372549
0.364705882,0.294117647,0.2
0.341176471,0.270588235,0.176470588
0.294117647,0.235294118,0.137254902
1,0.905882353,0.964705882
0,0,0.247058824
0,0,0.125490196
0,1,1
